ProductID,ProductName,Category,SubCategory,Brand,BrandTier,Size,Price,Cost,Margin
P00340,Ralph Lauren Track Pants,Sports & Activewear,Track Pants,Ralph Lauren,Premium,XL,3411.46,2319.2,32.02
P00341,Calvin Klein Gym Wear,Sports & Activewear,Gym Wear,Calvin Klein,Premium,XS,2969.51,1748.11,41.13
P00342,H&M Track Pants,Sports & Activewear,Track Pants,H&M,Budget,L,1095.57,712.45,34.97
P00343,Hugo Boss Gym Wear,Sports & Activewear,Gym Wear,Hugo Boss,Premium,L,3295.19,2087.55,36.65
P00344,Puma Sports Shoes,Sports & Activewear,Sports Shoes,Puma,Mid-Range,12,2257.68,1336.54,40.8
P00345,Calvin Klein Sports Shoes,Sports & Activewear,Sports Shoes,Calvin Klein,Premium,10,2831.53,1636.78,42.19
P00346,Tommy Hilfiger Jackets,Sports & Activewear,Jackets,Tommy Hilfiger,Mid-Range,L,1538.67,944.46,38.62
P00347,Tommy Hilfiger Hoodies,Sports & Activewear,Hoodies,Tommy Hilfiger,Mid-Range,L,2072.07,1214.98,41.36
P00348,Zara Track Pants,Sports & Activewear,Track Pants,Zara,Budget,XXXL,933.03,598.62,35.84
P00349,Nike Gym Wear,Sports & Activewear,Gym Wear,Nike,Mid-Range,XXXL,1437.03,915.65,36.28
P00350,Uniqlo Jackets,Sports & Activewear,Jackets,Uniqlo,Budget,XXXL,1047.65,651.82,37.78
P00351,Nike Hoodies,Sports & Activewear,Hoodies,Nike,Mid-Range,XXXL,2144.51,1196.15,44.22
P00352,Nike Gym Wear,Sports & Activewear,Gym Wear,Nike,Mid-Range,XXL,1576.15,898.66,42.98
P00353,GAP Sports Shoes,Sports & Activewear,Sports Shoes,GAP,Budget,8,783.79,547.47,30.15
P00354,Puma Jackets,Sports & Activewear,Jackets,Puma,Mid-Range,L,1534.83,1030.61,32.85
P00355,Uniqlo Sports Shoes,Sports & Activewear,Sports Shoes,Uniqlo,Budget,11,1338.46,872.98,34.78
P00356,Calvin Klein Hoodies,Sports & Activewear,Hoodies,Calvin Klein,Premium,L,2804.66,1793.15,36.07
P00357,Tommy Hilfiger Sports Shoes,Sports & Activewear,Sports Shoes,Tommy Hilfiger,Mid-Range,12,1967.57,1203.71,38.82
P00358,Puma Track Pants,Sports & Activewear,Track Pants,Puma,Mid-Range,L,1611.72,1111.17,31.06
P00359,Calvin Klein Track Pants,Sports & Activewear,Track Pants,Calvin Klein,Premium,XS,3008.8,2090.37,30.52
P00360,GAP Sports Shoes,Sports & Activewear,Sports Shoes,GAP,Budget,12,960.46,633.55,34.04
P00361,Calvin Klein Jackets,Sports & Activewear,Jackets,Calvin Klein,Premium,XXL,3321.19,1916.94,42.28
P00362,GAP Track Pants,Sports & Activewear,Track Pants,GAP,Budget,XS,792.84,524.2,33.88
P00363,Puma Track Pants,Sports & Activewear,Track Pants,Puma,Mid-Range,XL,2265.97,1532.42,32.37
P00364,H&M Sports Shoes,Sports & Activewear,Sports Shoes,H&M,Budget,10,1005.34,672.86,33.07
P00365,GAP Gym Wear,Sports & Activewear,Gym Wear,GAP,Budget,XS,1184.72,680.68,42.55
P00366,GAP Track Pants,Sports & Activewear,Track Pants,GAP,Budget,XXXL,1076.37,723.52,32.78
P00367,Armani Track Pants,Sports & Activewear,Track Pants,Armani,Premium,L,2529.07,1589.42,37.15
P00368,Nike Sports Shoes,Sports & Activewear,Sports Shoes,Nike,Mid-Range,11,1640.61,1118.21,31.84
P00369,Levi's Jackets,Sports & Activewear,Jackets,Levi's,Mid-Range,XXXL,1738.09,1168.85,32.75
P00370,Puma Sports Shoes,Sports & Activewear,Sports Shoes,Puma,Mid-Range,10,1873.49,1136.35,39.35
P00371,Adidas Sports Shoes,Sports & Activewear,Sports Shoes,Adidas,Mid-Range,11,1941.77,1155.76,40.48
P00372,Armani Gym Wear,Sports & Activewear,Gym Wear,Armani,Premium,S,2768.07,1731.17,37.46
P00373,Zara Sports Shoes,Sports & Activewear,Sports Shoes,Zara,Budget,12,1273.42,872.21,31.51
P00374,Adidas Gym Wear,Sports & Activewear,Gym Wear,Adidas,Mid-Range,XS,1713.28,1082.0,36.85
P00375,Calvin Klein Gym Wear,Sports & Activewear,Gym Wear,Calvin Klein,Premium,S,3228.77,2078.15,35.64
P00376,H&M Sports Shoes,Sports & Activewear,Sports Shoes,H&M,Budget,7,939.0,648.83,30.9
P00377,Levi's Sports Shoes,Sports & Activewear,Sports Shoes,Levi's,Mid-Range,9,2420.35,1452.78,39.98
P00378,Uniqlo Sports Shoes,Sports & Activewear,Sports Shoes,Uniqlo,Budget,10,1003.89,671.71,33.09
P00379,Tommy Hilfiger Track Pants,Sports & Activewear,Track Pants,Tommy Hilfiger,Mid-Range,XL,2398.21,1510.92,37.0
P00380,Hugo Boss Jackets,Sports & Activewear,Jackets,Hugo Boss,Premium,S,3192.29,2133.37,33.17
P00381,H&M Track Pants,Sports & Activewear,Track Pants,H&M,Budget,XL,1039.86,620.54,40.32
P00382,Zara Jackets,Sports & Activewear,Jackets,Zara,Budget,L,1320.62,873.71,33.84
P00383,Zara Hoodies,Sports & Activewear,Hoodies,Zara,Budget,S,697.24,443.09,36.45
P00384,Ralph Lauren Jackets,Sports & Activewear,Jackets,Ralph Lauren,Premium,L,2811.13,1915.83,31.85
P00385,Levi's Sports Shoes,Sports & Activewear,Sports Shoes,Levi's,Mid-Range,10,1592.04,1071.74,32.68
P00386,Zara Sports Shoes,Sports & Activewear,Sports Shoes,Zara,Budget,7,920.83,623.37,32.3
P00387,Uniqlo Jackets,Sports & Activewear,Jackets,Uniqlo,Budget,XL,969.72,591.13,39.04
P00388,Calvin Klein Sports Shoes,Sports & Activewear,Sports Shoes,Calvin Klein,Premium,12,2912.16,1667.17,42.75
P00389,GAP Sports Shoes,Sports & Activewear,Sports Shoes,GAP,Budget,9,1264.83,832.68,34.17
P00390,Calvin Klein Track Pants,Sports & Activewear,Track Pants,Calvin Klein,Premium,XXXL,2688.11,1736.98,35.38
P00391,Armani Jackets,Sports & Activewear,Jackets,Armani,Premium,S,2612.45,1649.52,36.86
P00392,Uniqlo Jackets,Sports & Activewear,Jackets,Uniqlo,Budget,XL,1330.22,800.6,39.81
P00393,Uniqlo Sports Shoes,Sports & Activewear,Sports Shoes,Uniqlo,Budget,7,1126.63,773.17,31.37
P00394,Nike Jackets,Sports & Activewear,Jackets,Nike,Mid-Range,XS,2291.84,1398.31,38.99
P00395,Levi's Hoodies,Sports & Activewear,Hoodies,Levi's,Mid-Range,XL,1939.82,1342.53,30.79
P00396,Uniqlo Jackets,Sports & Activewear,Jackets,Uniqlo,Budget,XXXL,1044.72,666.46,36.21
P00397,Puma Track Pants,Sports & Activewear,Track Pants,Puma,Mid-Range,XXXL,2067.08,1326.48,35.83
P00398,Zara Sports Shoes,Sports & Activewear,Sports Shoes,Zara,Budget,12,652.52,444.25,31.92
P00399,Ralph Lauren Track Pants,Sports & Activewear,Track Pants,Ralph Lauren,Premium,XXL,3303.14,2096.74,36.52
P00400,Armani Track Pants,Sports & Activewear,Track Pants,Armani,Premium,XXL,2620.29,1803.74,31.16
P00401,Ralph Lauren Gym Wear,Sports & Activewear,Gym Wear,Ralph Lauren,Premium,XXXL,2650.99,1518.7,42.71
P00402,Levi's Jackets,Sports & Activewear,Jackets,Levi's,Mid-Range,XL,2271.24,1455.88,35.9
P00403,Tommy Hilfiger Sports Shoes,Sports & Activewear,Sports Shoes,Tommy Hilfiger,Mid-Range,7,1829.98,1208.64,33.95
P00404,Ralph Lauren Sports Shoes,Sports & Activewear,Sports Shoes,Ralph Lauren,Premium,12,3309.66,2279.81,31.12
P00405,Tommy Hilfiger Jackets,Sports & Activewear,Jackets,Tommy Hilfiger,Mid-Range,S,1907.43,1081.49,43.3
P00406,Ralph Lauren Track Pants,Sports & Activewear,Track Pants,Ralph Lauren,Premium,XL,3456.04,2335.71,32.42
P00407,Uniqlo Hoodies,Sports & Activewear,Hoodies,Uniqlo,Budget,XXXL,961.52,661.65,31.19
P00408,Ralph Lauren Track Pants,Sports & Activewear,Track Pants,Ralph Lauren,Premium,XXXL,3122.7,1960.51,37.22
P00409,Nike Jackets,Sports & Activewear,Jackets,Nike,Mid-Range,XXL,2314.7,1411.62,39.01
P00410,H&M Sports Shoes,Sports & Activewear,Sports Shoes,H&M,Budget,10,758.81,455.5,39.97
P00411,Hugo Boss Gym Wear,Sports & Activewear,Gym Wear,Hugo Boss,Premium,XXXL,2928.28,1612.59,44.93
P00412,Adidas Track Pants,Sports & Activewear,Track Pants,Adidas,Mid-Range,XXXL,1567.15,955.53,39.03
P00413,Nike Hoodies,Sports & Activewear,Hoodies,Nike,Mid-Range,XS,2158.45,1484.96,31.2
P00414,Levi's Jackets,Sports & Activewear,Jackets,Levi's,Mid-Range,M,1604.4,965.92,39.8
P00415,Armani Hoodies,Sports & Activewear,Hoodies,Armani,Premium,L,2738.75,1692.09,38.22
P00416,Uniqlo Sports Shoes,Sports & Activewear,Sports Shoes,Uniqlo,Budget,11,1251.35,773.17,38.21
P00417,Uniqlo Jackets,Sports & Activewear,Jackets,Uniqlo,Budget,XS,1008.49,581.35,42.35
P00418,Adidas Track Pants,Sports & Activewear,Track Pants,Adidas,Mid-Range,XS,2045.27,1253.42,38.72
P00419,Ralph Lauren Hoodies,Sports & Activewear,Hoodies,Ralph Lauren,Premium,XL,3253.05,1966.01,39.56
P00420,Levi's Track Pants,Sports & Activewear,Track Pants,Levi's,Mid-Range,XXL,2283.71,1472.62,35.52
P00421,Uniqlo Jackets,Sports & Activewear,Jackets,Uniqlo,Budget,XXL,637.97,414.38,35.05
P00422,H&M Jackets,Sports & Activewear,Jackets,H&M,Budget,S,1116.3,774.89,30.58
P00423,H&M Gym Wear,Sports & Activewear,Gym Wear,H&M,Budget,M,1031.12,631.25,38.78
P00424,H&M Jackets,Sports & Activewear,Jackets,H&M,Budget,XS,847.51,592.86,30.05
P00425,Puma Track Pants,Sports & Activewear,Track Pants,Puma,Mid-Range,S,2056.37,1314.65,36.07
P00426,GAP Watches,Accessories,Watches,GAP,Budget,One Size,548.18,363.17,33.75
P00427,GAP Ties,Accessories,Ties,GAP,Budget,One Size,1076.65,737.19,31.53
P00428,Zara Sunglasses,Accessories,Sunglasses,Zara,Budget,One Size,1059.02,612.75,42.14
P00429,H&M Watches,Accessories,Watches,H&M,Budget,One Size,435.23,270.2,37.92
P00430,Puma Watches,Accessories,Watches,Puma,Mid-Range,One Size,2389.91,1338.01,44.01
P00431,Ralph Lauren Watches,Accessories,Watches,Ralph Lauren,Premium,One Size,3169.45,1958.7,38.2
P00432,Nike Belts,Accessories,Belts,Nike,Mid-Range,One Size,2240.24,1380.25,38.39
P00433,Adidas Wallets,Accessories,Wallets,Adidas,Mid-Range,One Size,1782.82,1130.21,36.61
P00434,Zara Watches,Accessories,Watches,Zara,Budget,One Size,874.39,504.78,42.27
P00435,Armani Ties,Accessories,Ties,Armani,Premium,One Size,3488.61,2413.83,30.81
P00436,Nike Bags,Accessories,Bags,Nike,Mid-Range,One Size,1681.24,992.96,40.94
P00437,Nike Sunglasses,Accessories,Sunglasses,Nike,Mid-Range,One Size,2682.8,1640.02,38.87
P00438,GAP Belts,Accessories,Belts,GAP,Budget,One Size,393.93,225.89,42.66
P00439,Hugo Boss Ties,Accessories,Ties,Hugo Boss,Premium,One Size,2949.1,1913.49,35.12
P00440,GAP Belts,Accessories,Belts,GAP,Budget,One Size,400.26,233.47,41.67
P00441,Zara Belts,Accessories,Belts,Zara,Budget,One Size,1154.98,751.64,34.92
P00442,H&M Bags,Accessories,Bags,H&M,Budget,One Size,372.93,210.93,43.44
P00443,Ralph Lauren Belts,Accessories,Belts,Ralph Lauren,Premium,One Size,3259.69,1880.13,42.32
P00444,Tommy Hilfiger Wallets,Accessories,Wallets,Tommy Hilfiger,Mid-Range,One Size,2715.16,1590.34,41.43
P00445,Zara Sunglasses,Accessories,Sunglasses,Zara,Budget,One Size,667.93,391.73,41.35
P00446,Hugo Boss Belts,Accessories,Belts,Hugo Boss,Premium,One Size,2972.39,2016.33,32.16
P00447,Hugo Boss Sunglasses,Accessories,Sunglasses,Hugo Boss,Premium,One Size,3371.81,2055.38,39.04
P00448,Nike Wallets,Accessories,Wallets,Nike,Mid-Range,One Size,2771.92,1609.78,41.93
P00449,H&M Wallets,Accessories,Wallets,H&M,Budget,One Size,1384.65,947.72,31.55
P00450,Zara Ties,Accessories,Ties,Zara,Budget,One Size,348.11,195.92,43.72
P00451,Uniqlo Wallets,Accessories,Wallets,Uniqlo,Budget,One Size,1069.18,592.3,44.6
P00452,H&M Wallets,Accessories,Wallets,H&M,Budget,One Size,971.31,619.17,36.25
P00453,Levi's Bags,Accessories,Bags,Levi's,Mid-Range,One Size,1859.27,1271.56,31.61
P00454,Armani Wallets,Accessories,Wallets,Armani,Premium,One Size,3324.54,1998.96,39.87
P00455,Zara Ties,Accessories,Ties,Zara,Budget,One Size,1259.87,764.68,39.3
P00456,Nike Sunglasses,Accessories,Sunglasses,Nike,Mid-Range,One Size,2484.09,1466.13,40.98
P00457,Tommy Hilfiger Belts,Accessories,Belts,Tommy Hilfiger,Mid-Range,One Size,2609.35,1595.39,38.86
P00458,Levi's Ties,Accessories,Ties,Levi's,Mid-Range,One Size,2342.57,1441.66,38.46
P00459,GAP Wallets,Accessories,Wallets,GAP,Budget,One Size,1389.52,961.92,30.77
P00460,Armani Sunglasses,Accessories,Sunglasses,Armani,Premium,One Size,3125.34,1784.62,42.9
P00461,Armani Bags,Accessories,Bags,Armani,Premium,One Size,3513.33,2189.21,37.69
P00462,Calvin Klein Watches,Accessories,Watches,Calvin Klein,Premium,One Size,3609.84,2418.52,33.0
P00463,Puma Ties,Accessories,Ties,Puma,Mid-Range,One Size,1873.29,1036.62,44.66
P00464,H&M Sunglasses,Accessories,Sunglasses,H&M,Budget,One Size,1294.11,816.9,36.88
P00465,Puma Watches,Accessories,Watches,Puma,Mid-Range,One Size,2643.87,1556.4,41.13
P00466,H&M Wallets,Accessories,Wallets,H&M,Budget,One Size,815.62,550.74,32.48
P00467,Ralph Lauren Bags,Accessories,Bags,Ralph Lauren,Premium,One Size,3942.29,2479.12,37.11
P00468,H&M Watches,Accessories,Watches,H&M,Budget,One Size,935.21,552.57,40.92
P00469,GAP Belts,Accessories,Belts,GAP,Budget,One Size,368.05,252.9,31.29
P00470,GAP Watches,Accessories,Watches,GAP,Budget,One Size,735.68,468.24,36.35
P00471,H&M Bags,Accessories,Bags,H&M,Budget,One Size,1314.0,831.93,36.69
P00472,Adidas Watches,Accessories,Watches,Adidas,Mid-Range,One Size,2710.26,1827.96,32.55
P00473,H&M Belts,Accessories,Belts,H&M,Budget,One Size,1063.76,586.82,44.84
P00474,Zara Ties,Accessories,Ties,Zara,Budget,One Size,806.48,552.44,31.5
P00475,Hugo Boss Belts,Accessories,Belts,Hugo Boss,Premium,One Size,3533.39,2260.0,36.04
P00476,Puma Ties,Accessories,Ties,Puma,Mid-Range,One Size,2521.91,1638.63,35.02
P00477,Uniqlo Bags,Accessories,Bags,Uniqlo,Budget,One Size,948.87,652.03,31.28
P00478,Puma Watches,Accessories,Watches,Puma,Mid-Range,One Size,1849.45,1123.49,39.25
P00479,Nike Sunglasses,Accessories,Sunglasses,Nike,Mid-Range,One Size,2220.0,1236.64,44.3
P00480,GAP Watches,Accessories,Watches,GAP,Budget,One Size,915.25,604.71,33.93
P00481,H&M Belts,Accessories,Belts,H&M,Budget,One Size,606.36,388.35,35.95
P00482,Zara Bags,Accessories,Bags,Zara,Budget,One Size,1207.79,734.81,39.16
P00483,GAP Watches,Accessories,Watches,GAP,Budget,One Size,1368.17,825.48,39.66
P00484,Calvin Klein Wallets,Accessories,Wallets,Calvin Klein,Premium,One Size,2960.47,1760.2,40.54
P00485,Adidas Ties,Accessories,Ties,Adidas,Mid-Range,One Size,2395.7,1488.7,37.86
P00486,Adidas Watches,Accessories,Watches,Adidas,Mid-Range,One Size,2755.58,1902.8,30.95
P00487,Armani Bags,Accessories,Bags,Armani,Premium,One Size,3010.52,1752.85,41.78
P00488,GAP Ties,Accessories,Ties,GAP,Budget,One Size,415.38,244.8,41.07
P00489,Nike Ties,Accessories,Ties,Nike,Mid-Range,One Size,2501.79,1395.28,44.23
P00490,Tommy Hilfiger Ties,Accessories,Ties,Tommy Hilfiger,Mid-Range,One Size,2136.56,1366.38,36.05
P00491,GAP Bags,Accessories,Bags,GAP,Budget,One Size,1536.7,1022.89,33.44
P00492,H&M Belts,Accessories,Belts,H&M,Budget,One Size,694.41,389.75,43.87
P00493,Armani Belts,Accessories,Belts,Armani,Premium,One Size,2994.3,1869.41,37.57
P00494,Armani Watches,Accessories,Watches,Armani,Premium,One Size,2847.09,1751.6,38.48
P00495,Uniqlo Bags,Accessories,Bags,Uniqlo,Budget,One Size,1211.69,815.3,32.71
P00496,Armani Wallets,Accessories,Wallets,Armani,Premium,One Size,3257.84,2131.29,34.58
P00497,Uniqlo Sunglasses,Accessories,Sunglasses,Uniqlo,Budget,One Size,1306.94,834.52,36.15
P00498,Levi's Bags,Accessories,Bags,Levi's,Mid-Range,One Size,1635.6,922.05,43.63
P00499,Ralph Lauren Watches,Accessories,Watches,Ralph Lauren,Premium,One Size,3694.06,2107.55,42.95
P00500,Calvin Klein Bags,Accessories,Bags,Calvin Klein,Premium,One Size,3815.88,2354.02,38.31
